Code,Year,Share of the population with access to electricity
OWID_HIC,2021,99.97989
OWID_HIC,2022,99.9798
OWID_HIC,2023,99.9884
HND,1991,54.781937
HND,1992,58.913113
HND,1993,61.100155
HND,1994,64.73395
HND,1995,66.122025
HND,1996,61.68112
HND,1997,64.794754
HND,1998,66.85952
HND,1999,67.394104
HND,2000,67.4
HND,2001,64.2
HND,2002,63.1
HND,2003,65.1
HND,2004,67.1
HND,2005,68.9
HND,2006,71.3
HND,2007,73.5
HND,2008,76.4
HND,2009,78.3
HND,2010,81
HND,2011,82.2
HND,2012,83.6
HND,2013,87.2
HND,2014,88.7
HND,2015,90
HND,2016,91.6
HND,2017,86.5
HND,2018,91.6
HND,2019,91.1
HND,2020,93.1
HND,2021,94.1
HND,2022,94.4
HND,2023,95.6
HKG,1990,100
HKG,1991,100
HKG,1992,100
HKG,1993,100
HKG,1994,100
HKG,1995,100
HKG,1996,100
HKG,1997,100
HKG,1998,100
HKG,1999,100
HKG,2000,100
HKG,2001,100
HKG,2002,100
HKG,2003,100
HKG,2004,100
HKG,2005,100
HKG,2006,100
HKG,2007,100
HKG,2008,100
HKG,2009,100
HKG,2010,100
HKG,2011,100
HKG,2012,100
HKG,2013,100
HKG,2014,100
HKG,2015,100
HKG,2016,100
HKG,2017,100
HKG,2018,100
HKG,2019,100
HKG,2020,100
HKG,2021,100
HKG,2022,100
HKG,2023,100
HUN,1990,100
HUN,1991,100
HUN,1992,100
HUN,1993,100
HUN,1994,100
HUN,1995,100
HUN,1996,100
HUN,1997,100
HUN,1998,100
HUN,1999,100
HUN,2000,100
HUN,2001,100
HUN,2002,100
HUN,2003,100
HUN,2004,100
HUN,2005,99.9
HUN,2006,99.9
HUN,2007,100
HUN,2008,100
HUN,2009,100
HUN,2010,100
HUN,2011,100
HUN,2012,100
HUN,2013,100
HUN,2014,100
HUN,2015,100
HUN,2016,100
HUN,2017,100
HUN,2018,100
HUN,2019,100
HUN,2020,100
HUN,2021,100
HUN,2022,100
HUN,2023,100
ISL,1990,100
ISL,1991,100
ISL,1992,100
ISL,1993,100
ISL,1994,100
ISL,1995,100
ISL,1996,100
ISL,1997,100
ISL,1998,100
ISL,1999,100
ISL,2000,100
ISL,2001,100
ISL,2002,100
ISL,2003,100
ISL,2004,100
ISL,2005,100
ISL,2006,100
ISL,2007,100
ISL,2008,100
ISL,2009,100
ISL,2010,100
ISL,2011,100
ISL,2012,100
ISL,2013,100
ISL,2014,100
ISL,2015,100
ISL,2016,100
ISL,2017,100
ISL,2018,100
ISL,2019,100
ISL,2020,100
ISL,2021,100
ISL,2022,100
ISL,2023,100
IND,1993,50.9
IND,1994,49.81131
IND,1995,51.408775
IND,1996,53.00352
IND,1997,54.594864
IND,1998,56.182133
IND,1999,60.1
IND,2000,60.3
IND,2001,62
IND,2002,62.3
IND,2003,65.4
IND,2004,64.4
IND,2005,68.8
IND,2006,67.9
IND,2007,72.3
IND,2008,74.1
IND,2009,75
IND,2010,76.3
IND,2011,79.5
IND,2012,79.9
IND,2013,83.1
IND,2014,85.1
IND,2015,88
IND,2016,89.6
IND,2017,91.8
IND,2018,95.7
IND,2019,95.9
IND,2020,96.5
IND,2021,99.6
IND,2022,99.2
IND,2023,99.5
IDN,1991,48.9
IDN,1992,66.69656
IDN,1993,55.43
IDN,1994,62.8
IDN,1995,66.86
IDN,1996,72.39
IDN,1997,80.3
IDN,1998,80.94
IDN,1999,83.73
IDN,2000,86.3
IDN,2001,86.3
IDN,2002,87.6
IDN,2003,87.9
IDN,2004,89
IDN,2005,84.8
IDN,2006,90.6
IDN,2007,91.1
IDN,2008,92.7
IDN,2009,93.6
IDN,2010,94.2
IDN,2011,94.8
IDN,2012,96
IDN,2013,96.5
IDN,2014,97
IDN,2015,97.5
IDN,2016,97.6
IDN,2017,98.1
IDN,2018,98.5
IDN,2019,98.9
IDN,2020,97
IDN,2021,99.2
IDN,2022,100
IDN,2023,99.4
IRN,2000,97.9
IRN,2001,98.1
IRN,2002,98.1
IRN,2003,98.2
IRN,2004,98.3
IRN,2005,98.4
IRN,2006,98.4
IRN,2007,98.7
IRN,2008,98.8
IRN,2009,99.7
IRN,2010,99.4
IRN,2011,99.5
IRN,2012,99.5
IRN,2013,99.8
IRN,2014,100
IRN,2015,100
IRN,2016,100
IRN,2017,99.9
IRN,2018,100
IRN,2019,100
IRN,2020,100
IRN,2021,100
IRN,2022,100
IRN,2023,100
IRQ,2000,96.8
IRQ,2001,96.9
IRQ,2002,97.1
IRQ,2003,97.2
IRQ,2004,97.3
IRQ,2005,97.4
IRQ,2006,97.6
IRQ,2007,98.1
IRQ,2008,97.9
IRQ,2009,98.1
IRQ,2010,98.4
IRQ,2011,98
IRQ,2012,99.3
IRQ,2013,99
IRQ,2014,99.2
IRQ,2015,99.4
IRQ,2016,99.7
IRQ,2017,99.9
IRQ,2018,99.9
IRQ,2019,100
IRQ,2020,100
IRQ,2021,100
IRQ,2022,100
IRQ,2023,100
IRL,1990,100
IRL,1991,100
IRL,1992,100
IRL,1993,100
IRL,1994,100
IRL,1995,100
IRL,1996,100
IRL,1997,100
IRL,1998,100
IRL,1999,100
IRL,2000,100
IRL,2001,100
IRL,2002,100
IRL,2003,100
IRL,2004,100
IRL,2005,100
IRL,2006,100
IRL,2007,100
IRL,2008,100
IRL,2009,100
IRL,2010,100
IRL,2011,100
IRL,2012,100
IRL,2013,100
IRL,2014,100
IRL,2015,100
IRL,2016,100
IRL,2017,100
IRL,2018,100
IRL,2019,100
IRL,2020,100
IRL,2021,100
IRL,2022,100
IRL,2023,100
IMN,1990,100
IMN,1991,100
IMN,1992,100
IMN,1993,100
IMN,1994,100
IMN,1995,100
IMN,1996,100
IMN,1997,100
IMN,1998,100
IMN,1999,100
IMN,2000,100
IMN,2001,100
IMN,2002,100
IMN,2003,100
IMN,2004,100
IMN,2005,100
IMN,2006,100
IMN,2007,100
IMN,2008,100
IMN,2009,100
IMN,2010,100
IMN,2011,100
IMN,2012,100
IMN,2013,100
IMN,2014,100
IMN,2015,100
IMN,2016,100
IMN,2017,100
IMN,2018,100
IMN,2019,100
IMN,2020,100
IMN,2021,100
IMN,2022,100
IMN,2023,100
ISR,1990,100
ISR,1991,100
ISR,1992,100
ISR,1993,100
ISR,1994,100
ISR,1995,100
ISR,1996,100
ISR,1997,100
ISR,1998,100
ISR,1999,100
ISR,2000,100
ISR,2001,100
ISR,2002,100
ISR,2003,100
ISR,2004,100
ISR,2005,100
ISR,2006,100
ISR,2007,100
ISR,2008,100
ISR,2009,100
ISR,2010,100
ISR,2011,100
ISR,2012,100
ISR,2013,100
ISR,2014,100
ISR,2015,100
ISR,2016,100
ISR,2017,100
ISR,2018,100
ISR,2019,100
ISR,2020,100
ISR,2021,100
ISR,2022,100
ISR,2023,100
ITA,1990,100
ITA,1991,100
ITA,1992,100
ITA,1993,100
ITA,1994,100
ITA,1995,100
ITA,1996,100
ITA,1997,100
ITA,1998,100
ITA,1999,100
ITA,2000,100
ITA,2001,100
ITA,2002,100
ITA,2003,100
ITA,2004,100
ITA,2005,100
ITA,2006,100
ITA,2007,100
ITA,2008,100
ITA,2009,100
ITA,2010,100
ITA,2011,100
ITA,2012,100
ITA,2013,100
ITA,2014,100
ITA,2015,100
ITA,2016,100
ITA,2017,100
ITA,2018,100
ITA,2019,100
ITA,2020,100
ITA,2021,100
ITA,2022,100
ITA,2023,100
JAM,1990,70.33459
JAM,1991,77.22887
JAM,1992,78.03292
JAM,1993,78.836296
JAM,1994,79.63831
JAM,1995,80.43829
JAM,1996,85.70605
JAM,1997,82.0294
JAM,1998,82.819176
JAM,1999,84.554115
JAM,2000,84.4
JAM,2001,87.7
JAM,2002,86.7
JAM,2003,86.5
JAM,2004,87.2
JAM,2005,88
JAM,2006,88.7
JAM,2007,89.4
JAM,2008,92
JAM,2009,91
JAM,2010,92.2
JAM,2011,91.1
JAM,2012,93.1
JAM,2013,93.9
JAM,2014,93.3
JAM,2015,94.9
JAM,2016,96.6
JAM,2017,97.4
JAM,2018,98.2
JAM,2019,98.9
JAM,2020,99.7
JAM,2021,100
JAM,2022,100
JAM,2023,97.7
JPN,1990,100
JPN,1991,100
JPN,1992,100
JPN,1993,100
JPN,1994,100
JPN,1995,100
JPN,1996,100
JPN,1997,100
JPN,1998,100
JPN,1999,100
JPN,2000,100
JPN,2001,100
JPN,2002,100
JPN,2003,100
JPN,2004,100
JPN,2005,100
JPN,2006,100
JPN,2007,100
JPN,2008,100
JPN,2009,100
JPN,2010,100
JPN,2011,100
JPN,2012,100
JPN,2013,100
JPN,2014,100
JPN,2015,100
JPN,2016,100
JPN,2017,100
JPN,2018,100
JPN,2019,100
JPN,2020,100
JPN,2021,100
JPN,2022,100
JPN,2023,100
JOR,1990,96.8
JOR,1991,97.85468
JOR,1992,97.97486
JOR,1993,98.09436
JOR,1994,98.2125
JOR,1995,98.3286
JOR,1996,98.44198
JOR,1997,98.9
JOR,1998,98.65785
JOR,1999,98.75891
JOR,2000,99
JOR,2001,99
JOR,2002,99.5
JOR,2003,99
JOR,2004,99.2
JOR,2005,99
JOR,2006,100
JOR,2007,98.8
JOR,2008,100
JOR,2009,99.4
JOR,2010,100
JOR,2011,99.6
JOR,2012,99.5
JOR,2013,99.7
JOR,2014,99.8
JOR,2015,99.9
JOR,2016,100
JOR,2017,100
JOR,2018,99.9
JOR,2019,99.9
JOR,2020,99.9
JOR,2021,99.9
JOR,2022,100
JOR,2023,100
KAZ,1995,99.9
KAZ,1996,99.192116
KAZ,1997,99.26947
KAZ,1998,99.34275
KAZ,1999,97
KAZ,2000,99.6
KAZ,2001,99.7
KAZ,2002,99.8
KAZ,2003,99.9
KAZ,2004,100
KAZ,2005,100
KAZ,2006,99.8
KAZ,2007,100
KAZ,2008,100
KAZ,2009,100
KAZ,2010,100
KAZ,2011,99.8
KAZ,2012,100
KAZ,2013,100
KAZ,2014,100
KAZ,2015,100
KAZ,2016,100
KAZ,2017,100
KAZ,2018,100
KAZ,2019,100
KAZ,2020,100
KAZ,2021,100
KAZ,2022,100
KAZ,2023,100
KEN,1993,10.9
KEN,1994,3.4734368
KEN,1995,5.4273434
KEN,1996,7.3785305
KEN,1997,9.326318
KEN,1998,14.5
KEN,1999,13.208892
KEN,2000,15.2
KEN,2001,17
KEN,2002,18.9
KEN,2003,16
KEN,2004,22.6
KEN,2005,24.5
KEN,2006,26.4
KEN,2007,28.3
KEN,2008,30.3
KEN,2009,23
KEN,2010,19.2
KEN,2011,36.2
KEN,2012,38.1
KEN,2013,40.1
KEN,2014,36
KEN,2015,41.6
KEN,2016,53.1
KEN,2017,55.8
KEN,2018,61.2
KEN,2019,69.7
KEN,2020,71.5
KEN,2021,76.5
KEN,2022,76
KEN,2023,76.2
KIR,2000,55.6
KIR,2001,57.3
KIR,2002,59
KIR,2003,60.7
KIR,2004,62.4
KIR,2005,69.7
KIR,2006,68.8
KIR,2007,67.7
KIR,2008,69.4
KIR,2009,64.2
KIR,2010,63.2
KIR,2011,74.9
KIR,2012,76.7
KIR,2013,78.8
KIR,2014,83.4
KIR,2015,90.6
KIR,2016,92.6
KIR,2017,85.7
KIR,2018,87.5
KIR,2019,89.3
KIR,2020,91
KIR,2021,92.8
KIR,2022,94.4
KIR,2023,95.9
OWID_KOS,1990,100
OWID_KOS,1991,100
OWID_KOS,1992,100
OWID_KOS,1993,100
OWID_KOS,1994,100
OWID_KOS,1995,100
OWID_KOS,1996,100
OWID_KOS,1997,100
OWID_KOS,1998,100
OWID_KOS,1999,100
KWT,1990,100
KWT,1991,100
KWT,1992,100
KWT,1993,100
KWT,1994,100
KWT,1995,100
KWT,1996,100
KWT,1997,100
KWT,1998,100
KWT,1999,100
KWT,2000,100
KWT,2001,100
KWT,2002,100
KWT,2003,100
KWT,2004,100
KWT,2005,100
KWT,2006,100
KWT,2007,100
KWT,2008,100
KWT,2009,100
KWT,2010,100
KWT,2011,100
KWT,2012,100
KWT,2013,100
KWT,2014,100
KWT,2015,100
KWT,2016,100
KWT,2017,100
KWT,2018,100
KWT,2019,100
KWT,2020,100
KWT,2021,100
KWT,2022,100
KWT,2023,100
KGZ,1997,99.8
KGZ,1998,99.553825
KGZ,1999,99.56558
KGZ,2000,99.6
KGZ,2001,99.5
KGZ,2002,100
KGZ,2003,99.4
KGZ,2004,99.3
KGZ,2005,99.4
KGZ,2006,98.9
KGZ,2007,99.5
KGZ,2008,99.5
KGZ,2009,99.5
KGZ,2010,99
KGZ,2011,98.3
KGZ,2012,99.8
KGZ,2013,98.9
KGZ,2014,99.8
KGZ,2015,98.7
KGZ,2016,99.7
KGZ,2017,100
KGZ,2018,100
KGZ,2019,99.9
KGZ,2020,99.9
KGZ,2021,99.7
KGZ,2022,99.7
KGZ,2023,100
LAO,1993,31
LAO,1994,25.605793
LAO,1995,25
LAO,1996,31.2477
LAO,1997,34.063896
LAO,1998,36.87601
LAO,1999,39.683285
LAO,2000,42.6
LAO,2001,45.3
LAO,2002,46.3
LAO,2003,48
LAO,2004,53.5
LAO,2005,57.2
LAO,2006,57
LAO,2007,55
LAO,2008,66
LAO,2009,67.4
LAO,2010,70.2
LAO,2011,70
LAO,2012,76.4
LAO,2013,79.3
LAO,2014,82.5
LAO,2015,89.7
LAO,2016,89
LAO,2017,93.6
LAO,2018,92.9
LAO,2019,98.4
LAO,2020,99.3
LAO,2021,100
LAO,2022,100
LAO,2023,96.5
WB_LAC,1992,88.73448
WB_LAC,1993,89.34345
WB_LAC,1994,90.24101
WB_LAC,1995,88.62126
WB_LAC,1996,89.57627
WB_LAC,1997,90.0309
WB_LAC,1998,90.648254
WB_LAC,1999,91.25764
WB_LAC,2000,91.736084
WB_LAC,2001,92.33255
WB_LAC,2002,92.65545
WB_LAC,2003,92.73841
WB_LAC,2004,93.21914
WB_LAC,2005,93.52274
WB_LAC,2006,94.25934
WB_LAC,2007,94.47654
WB_LAC,2008,95.22308
WB_LAC,2009,95.42666
WB_LAC,2010,95.879005
WB_LAC,2011,96.184105
WB_LAC,2012,96.56924
WB_LAC,2013,96.864685
WB_LAC,2014,97.05402
WB_LAC,2015,97.28473
WB_LAC,2016,97.478386
WB_LAC,2017,97.7106
WB_LAC,2018,97.756714
WB_LAC,2019,97.998215
WB_LAC,2020,98.149994
WB_LAC,2021,98.27563
WB_LAC,2022,98.57888
WB_LAC,2023,98.422615
LVA,1990,100
LVA,1991,100
LVA,1992,100
LVA,1993,100
LVA,1994,100
LVA,1995,100
LVA,1996,100
LVA,1997,100
LVA,1998,100
LVA,1999,100
LVA,2000,99.9
LVA,2001,99.9
LVA,2002,99.8
LVA,2003,99.8
LVA,2004,99.7
LVA,2005,99.7
LVA,2006,99.6
LVA,2007,99.7
LVA,2008,99.7
LVA,2009,100
LVA,2010,99.8
LVA,2011,99.8
LVA,2012,100
LVA,2013,100
LVA,2014,100
LVA,2015,100
LVA,2016,100
LVA,2017,100
LVA,2018,100
LVA,2019,100
LVA,2020,100
LVA,2021,100
LVA,2022,100
LVA,2023,100
LBN,2000,99.3
LBN,2001,99.3
LBN,2002,99.3
LBN,2003,99.2
LBN,2004,99.9
LBN,2005,99.2
LBN,2006,99.4
LBN,2007,97.8
LBN,2008,99.9
LBN,2009,99.3
LBN,2010,99.5
LBN,2011,99.7
LBN,2012,99.5
LBN,2013,99.6
LBN,2014,99.7
LBN,2015,99.7
LBN,2016,99.8
LBN,2017,99.9
LBN,2018,99.7
LBN,2019,100
LBN,2020,100
LBN,2021,100
LBN,2022,100
LBN,2023,100
LSO,2000,4.3
LSO,2001,1.3
LSO,2002,3.4
LSO,2003,5.4
LSO,2004,6.8
LSO,2005,9.6
LSO,2006,9.7
LSO,2007,13.9
LSO,2008,16
LSO,2009,17
LSO,2010,17
LSO,2011,22.5
LSO,2012,20.6
LSO,2013,26.9
LSO,2014,27.8
LSO,2015,31.8
LSO,2016,35.1
LSO,2017,33.7
LSO,2018,47
LSO,2019,44.6
LSO,2020,47.5
LSO,2021,50.4
LSO,2022,50
LSO,2023,57.3
LBR,2007,3
LBR,2008,1.3
LBR,2009,1.9
LBR,2010,5.3
LBR,2011,4.1
LBR,2012,9.3
LBR,2013,9.8
LBR,2014,9.4
LBR,2015,15.2
LBR,2016,17.7
LBR,2017,24.2
LBR,2018,22.8
LBR,2019,23.1
LBR,2020,27.6
LBR,2021,29.8
LBR,2022,31.8
LBR,2023,32.5
LBY,2000,99.8
LBY,2001,96.9
LBY,2002,95.2
LBY,2003,93.5
LBY,2004,91.8
LBY,2005,90.1
LBY,2006,88.4
LBY,2007,86.8
LBY,2008,85.1
LBY,2009,83.5
LBY,2010,81.9
LBY,2011,80.3
LBY,2012,78.7
LBY,2013,77.1
LBY,2014,75.5
LBY,2015,73.8
LBY,2016,72.2
LBY,2017,70.6
LBY,2018,67
LBY,2019,68.5
LBY,2020,69.4
LBY,2021,70.2
LBY,2022,70
LBY,2023,73.2
LIE,1990,100
LIE,1991,100
LIE,1992,100
LIE,1993,100
LIE,1994,100
LIE,1995,100
LIE,1996,100
LIE,1997,100
LIE,1998,100
LIE,1999,100
LIE,2000,100
LIE,2001,100
LIE,2002,100
LIE,2003,100
LIE,2004,100
LIE,2005,100
LIE,2006,100
LIE,2007,100
LIE,2008,100
LIE,2009,100
LIE,2010,100
LIE,2011,100
LIE,2012,100
LIE,2013,100
LIE,2014,100
LIE,2015,100
LIE,2016,100
LIE,2017,100
LIE,2018,100
LIE,2019,100
LIE,2020,100
LIE,2021,100
LIE,2022,100
LIE,2023,100
LTU,1990,100
LTU,1991,100
LTU,1992,100
LTU,1993,100
LTU,1994,100
LTU,1995,100
LTU,1996,100
LTU,1997,100
LTU,1998,100
LTU,1999,100
LTU,2000,99.5
LTU,2001,99.5
LTU,2002,99.4
LTU,2003,99.4
LTU,2004,99.4
LTU,2005,99.4
LTU,2006,99.4
LTU,2007,99.4
LTU,2008,99.4
LTU,2009,99.5
LTU,2010,99.7
LTU,2011,99.7
LTU,2012,100
LTU,2013,100
LTU,2014,100
LTU,2015,100
LTU,2016,100
LTU,2017,100
LTU,2018,100
LTU,2019,100
LTU,2020,100
LTU,2021,100
LTU,2022,100
LTU,2023,100
OWID_LIC,2000,16.631872
OWID_LIC,2001,18.161562
OWID_LIC,2002,18.618137
OWID_LIC,2003,20.366125
OWID_LIC,2004,20.95816
OWID_LIC,2005,20.922571
OWID_LIC,2006,22.952265
OWID_LIC,2007,24.418322
OWID_LIC,2008,23.444733
OWID_LIC,2009,24.958448
OWID_LIC,2010,26.447138
OWID_LIC,2011,27.666409
OWID_LIC,2012,30.077646
OWID_LIC,2013,31.07254
OWID_LIC,2014,33.47164
OWID_LIC,2015,33.070217
OWID_LIC,2016,36.433613
OWID_LIC,2017,38.179256
OWID_LIC,2018,39.683804
OWID_LIC,2019,40.702145
OWID_LIC,2020,41.736847
OWID_LIC,2021,43.015465
OWID_LIC,2022,43.00609
OWID_LIC,2023,45.27219
OWID_LMC,1993,47.148193
OWID_LMC,1994,47.10864
OWID_LMC,1995,48.34385
OWID_LMC,1996,50.054314
OWID_LMC,1997,52.63827
OWID_LMC,1998,55.55376
OWID_LMC,1999,58.069942
OWID_LMC,2000,58.181114
OWID_LMC,2001,59.35303
OWID_LMC,2002,60.326107
OWID_LMC,2003,62.72146
OWID_LMC,2004,62.540043
OWID_LMC,2005,65.248436
OWID_LMC,2006,65.97722
OWID_LMC,2007,67.94377
OWID_LMC,2008,69.833206
OWID_LMC,2009,70.58397
OWID_LMC,2010,71.68774
OWID_LMC,2011,74.603676
OWID_LMC,2012,75.15408
OWID_LMC,2013,77.11888
OWID_LMC,2014,78.28971
OWID_LMC,2015,80.6587
OWID_LMC,2016,82.71671
OWID_LMC,2017,84.65924
OWID_LMC,2018,86.91218
OWID_LMC,2019,87.613525
OWID_LMC,2020,88.38042
OWID_LMC,2021,90.55573
OWID_LMC,2022,90.57684
OWID_LMC,2023,91.268074
LUX,1990,100
LUX,1991,100
LUX,1992,100
LUX,1993,100
LUX,1994,100
LUX,1995,100
LUX,1996,100
LUX,1997,100
LUX,1998,100
LUX,1999,100
LUX,2000,100
LUX,2001,100
LUX,2002,100
LUX,2003,100
LUX,2004,100
LUX,2005,100
LUX,2006,100
LUX,2007,100
LUX,2008,100
LUX,2009,100
LUX,2010,100
LUX,2011,100
LUX,2012,100
LUX,2013,100
LUX,2014,100
LUX,2015,100
LUX,2016,100
LUX,2017,100
LUX,2018,100
LUX,2019,100
LUX,2020,100
LUX,2021,100
LUX,2022,100
LUX,2023,100
MAC,1990,99.84928
MAC,1991,99.880585
MAC,1992,99.91143
MAC,1993,99.94162
MAC,1994,100
MAC,1995,100
MAC,1996,100
MAC,1997,100
MAC,1998,100
MAC,1999,100
MAC,2000,100
MAC,2001,100
MAC,2002,100
MAC,2003,100
MAC,2004,100
MAC,2005,100
MAC,2006,100
MAC,2007,100
MAC,2008,100
MAC,2009,100
MAC,2010,100
MAC,2011,100
MAC,2012,100
MAC,2013,100
MAC,2014,100
MAC,2015,100
MAC,2016,100
MAC,2017,100
MAC,2018,100
MAC,2019,100
MAC,2020,100
MAC,2021,100
MAC,2022,100
MAC,2023,100
MDG,1992,9.2
MDG,1993,10.105623
MDG,1994,10.561648
MDG,1995,11.015635
MDG,1996,11.466901
MDG,1997,10.9
MDG,1998,12.358555
MDG,1999,12.797501
MDG,2000,12.6
MDG,2001,14.8
MDG,2002,14
MDG,2003,20.3
MDG,2004,15.3
MDG,2005,16
MDG,2006,16.8
MDG,2007,17.5
MDG,2008,18.3
MDG,2009,17.4
MDG,2010,12.3
MDG,2011,14.3
MDG,2012,18.7
MDG,2013,12.9
MDG,2014,23
MDG,2015,23.8
MDG,2016,22.9
MDG,2017,24.1
MDG,2018,36.5
MDG,2019,31
MDG,2020,32
MDG,2021,35.1
MDG,2022,36.1
MDG,2023,39.4
MWI,1992,3.2
MWI,1993,1.5535558
MWI,1994,2.0136614
MWI,1995,2.4717271
MWI,1996,2.9270735
MWI,1997,3.3790202
MWI,1998,3.8268876
MWI,1999,4.2699127
MWI,2000,4.8
MWI,2001,5.2
MWI,2002,5.6
MWI,2003,6.2
MWI,2004,6.9
MWI,2005,6.6
MWI,2006,3.7
MWI,2007,7.4
MWI,2008,7.8
MWI,2009,8.3
MWI,2010,8.7
MWI,2011,7.6
MWI,2012,7.4
MWI,2013,9
MWI,2014,11.9
MWI,2015,10.8
MWI,2016,11
MWI,2017,12.7
MWI,2018,18
MWI,2019,11.2
MWI,2020,11.5
MWI,2021,14.2
MWI,2022,14
MWI,2023,15.6
MYS,2000,98.6
MYS,2001,98.6
MYS,2002,98.6
MYS,2003,98.7
MYS,2004,98.7
MYS,2005,98.7
MYS,2006,98.8
MYS,2007,98.9
MYS,2008,99
MYS,2009,99.3
MYS,2010,99.5
MYS,2011,99.5
MYS,2012,99.8
MYS,2013,99.6
MYS,2014,99.7
MYS,2015,99.9
MYS,2016,99.9
MYS,2017,100
MYS,2018,100
MYS,2019,100
MYS,2020,100
MYS,2021,100
MYS,2022,100
MYS,2023,100
MDV,2000,83.8
MDV,2001,87.5
MDV,2002,88.3
MDV,2003,89.1
MDV,2004,90
MDV,2005,90.9
MDV,2006,91.7
MDV,2007,92.6
MDV,2008,93.6
MDV,2009,99.9
MDV,2010,99
MDV,2011,99.1
MDV,2012,99.2
MDV,2013,99.4
MDV,2014,100
MDV,2015,99.8
MDV,2016,100
MDV,2017,99.8
MDV,2018,100
MDV,2019,100
MDV,2020,100
MDV,2021,100
MDV,2022,100
MDV,2023,100
MLI,1996,6.2
MLI,1997,4.288541
MLI,1998,6.0668635
MLI,1999,7.840344
MLI,2000,9.6
MLI,2001,10.8
MLI,2002,13
MLI,2003,14.7
MLI,2004,16.4
MLI,2005,18.2
MLI,2006,16.6
MLI,2007,21.7
MLI,2008,23.4
MLI,2009,24
MLI,2010,27
MLI,2011,28.8
MLI,2012,25.6
MLI,2013,32.4
MLI,2014,34.2
MLI,2015,37.6
MLI,2016,38.8
MLI,2017,34.8
MLI,2018,50.9
MLI,2019,47.9
MLI,2020,50.6
MLI,2021,53.4
MLI,2022,53
MLI,2023,54.5
MLT,1990,100
MLT,1991,100
MLT,1992,100
MLT,1993,100
MLT,1994,100
MLT,1995,100
MLT,1996,100
MLT,1997,100
MLT,1998,100
MLT,1999,100
MLT,2000,100
MLT,2001,100
MLT,2002,100
MLT,2003,100
MLT,2004,100
MLT,2005,100
MLT,2006,100
MLT,2007,100
MLT,2008,100
MLT,2009,100
MLT,2010,100
MLT,2011,100
MLT,2012,100
MLT,2013,100
MLT,2014,100
MLT,2015,100
MLT,2016,100
MLT,2017,100
MLT,2018,100
MLT,2019,100
MLT,2020,100
MLT,2021,100
MLT,2022,100
MLT,2023,100
MHL,1999,68.52424
MHL,2000,68.6
MHL,2001,70.1
MHL,2002,71.5
MHL,2003,72.9
MHL,2004,74.3
MHL,2005,75.7
MHL,2006,77.2
MHL,2007,72.3
MHL,2008,80.2
MHL,2009,81.7
MHL,2010,89.4
MHL,2011,89.9
MHL,2012,90.4
MHL,2013,90.9
MHL,2014,91.5
MHL,2015,92.1
MHL,2016,92.7
MHL,2017,93.8
MHL,2018,95.3
MHL,2019,96.8
MHL,2020,98.3
MHL,2021,99.8
MHL,2022,100
MHL,2023,100
MRT,2000,19.1
MRT,2001,22.2
MRT,2002,21.7
MRT,2003,23
MRT,2004,24.3
MRT,2005,18.2
MRT,2006,27
MRT,2007,33
MRT,2008,30
MRT,2009,31.1
MRT,2010,34.2
MRT,2011,35.3
MRT,2012,36.4
MRT,2013,37.6
MRT,2014,38.8
MRT,2015,39.5
MRT,2016,41.2
MRT,2017,42.9
MRT,2018,43.6
MRT,2019,44.9
MRT,2020,45.4
MRT,2021,47.7
MRT,2022,49
MRT,2023,50.3
MUS,1990,99.041565
MUS,1991,99.07068
MUS,1992,99.09968
MUS,1993,99.128006
MUS,1994,99.15497
MUS,1995,99.179886
MUS,1996,99.202095
MUS,1997,99.220894
MUS,1998,99.23562
MUS,1999,99.24551
MUS,2000,99
MUS,2001,99.2
MUS,2002,99.4
MUS,2003,99.1
MUS,2004,99
MUS,2005,99
MUS,2006,99
MUS,2007,99
MUS,2008,99
MUS,2009,99
MUS,2010,99.4
MUS,2011,99.6
MUS,2012,99.4
MUS,2013,99.4
MUS,2014,99.5
MUS,2015,99.6
MUS,2016,99.7
MUS,2017,99.6
MUS,2018,99.8
MUS,2019,100
MUS,2020,99.5
MUS,2021,99.6
MUS,2022,100
MUS,2023,100
MEX,1992,93.14598
MEX,1993,95.44846
MEX,1994,95.2383
MEX,1995,95.89446
MEX,1996,96.09362
MEX,1997,96.32958
MEX,1998,96.09276
MEX,1999,96.7483
MEX,2000,98
MEX,2001,97.1
MEX,2002,97.9
MEX,2003,97.4
MEX,2004,98.6
MEX,2005,98.9
MEX,2006,99.1
MEX,2007,97.9
MEX,2008,98.9
MEX,2009,98.3
MEX,2010,99.2
MEX,2011,99
MEX,2012,99.1
MEX,2013,99.1
MEX,2014,99.2
MEX,2015,99
MEX,2016,99.5
MEX,2017,100
MEX,2018,99.5
MEX,2019,99.6
MEX,2020,99.4
MEX,2021,100
MEX,2022,100
MEX,2023,99.7
FSM,2000,46
FSM,2001,48.4
FSM,2002,50.1
FSM,2003,51.8
FSM,2004,53.5
FSM,2005,55.2
FSM,2006,57
FSM,2007,58.7
FSM,2008,60.5
FSM,2009,62.2
FSM,2010,64.5
FSM,2011,66.3
FSM,2012,67.8
FSM,2013,69.4
FSM,2014,71.2
FSM,2015,73
FSM,2016,74.8
FSM,2017,76.5
FSM,2018,78.3
FSM,2019,80.1
FSM,2020,81.9
FSM,2021,83.6
FSM,2022,85.3
FSM,2023,86.9
WB_MENAP,2000,82.569916
WB_MENAP,2001,83.279175
