Code,Year,Share of the labor force employed in agriculture
RWA,2006,84.14
RWA,2007,83.09
RWA,2008,81.87
RWA,2009,80.72
RWA,2010,79.45
RWA,2011,78.09
RWA,2012,76.61
RWA,2013,72.9
RWA,2014,68.45
RWA,2015,66.95
RWA,2016,65.82
RWA,2017,64.62
RWA,2018,63.35
RWA,2019,62.29
LCA,1991,24.48
LCA,1992,24.19
LCA,1993,23.96
LCA,1994,27.42
LCA,1995,24.4
LCA,1996,25.21
LCA,1997,20.49
LCA,1998,23.14
LCA,1999,21.71
LCA,2000,21.07
LCA,2001,20.67
LCA,2002,20.36
LCA,2003,19.8
LCA,2004,19
LCA,2005,17.78
LCA,2006,17.01
LCA,2007,16.53
LCA,2008,15.84
LCA,2009,15.35
LCA,2010,14.76
LCA,2011,13.97
LCA,2012,13.32
LCA,2013,12.77
LCA,2014,12.05
LCA,2015,11.47
LCA,2016,10.84
LCA,2017,10.35
LCA,2018,11.35
LCA,2019,9.97
VCT,1991,24.78
VCT,1992,23.73
VCT,1993,22.75
VCT,1994,21.89
VCT,1995,20.95
VCT,1996,20.12
VCT,1997,19.2
VCT,1998,18.32
VCT,1999,17.53
VCT,2000,16.81
VCT,2001,16.03
VCT,2002,15.5
VCT,2003,14.97
VCT,2004,14.52
VCT,2005,14.14
VCT,2006,13.65
VCT,2007,13.27
VCT,2008,12.91
VCT,2009,12.66
VCT,2010,12.49
VCT,2011,12.19
VCT,2012,11.91
VCT,2013,11.61
VCT,2014,11.37
VCT,2015,11.08
VCT,2016,10.84
VCT,2017,10.58
VCT,2018,10.32
VCT,2019,10.08
WSM,1991,46
WSM,1992,45.87
WSM,1993,45.55
WSM,1994,46.07
WSM,1995,44.98
WSM,1996,44.41
WSM,1997,44.58
WSM,1998,43.58
WSM,1999,42.82
WSM,2000,41.95
WSM,2001,40.58
WSM,2002,40.02
WSM,2003,39.01
WSM,2004,38.64
WSM,2005,37.87
WSM,2006,37.15
WSM,2007,35.81
WSM,2008,35.38
WSM,2009,35.73
WSM,2010,34.54
WSM,2011,33.8
WSM,2012,33.95
WSM,2013,33.94
WSM,2014,33.09
WSM,2015,32.33
WSM,2016,31.76
WSM,2017,31.41
WSM,2018,30.85
WSM,2019,30.21
STP,1991,33.7
STP,1992,33.58
STP,1993,33.43
STP,1994,33.21
STP,1995,32.97
STP,1996,32.7
STP,1997,32.41
STP,1998,32.01
STP,1999,31.55
STP,2000,31.15
STP,2001,30.58
STP,2002,30
STP,2003,29.21
STP,2004,29.31
STP,2005,27.91
STP,2006,27.03
STP,2007,26.48
STP,2008,25.65
STP,2009,25.12
STP,2010,24.39
STP,2011,23.76
STP,2012,23.2
STP,2013,22.54
STP,2014,21.83
STP,2015,21.24
STP,2016,20.66
STP,2017,20.1
STP,2018,19.61
STP,2019,19.14
SAU,1991,7.86
SAU,1992,7.66
SAU,1993,7.45
SAU,1994,7.25
SAU,1995,7.06
SAU,1996,6.87
SAU,1997,6.68
SAU,1998,6.46
SAU,1999,6.26
SAU,2000,6.12
SAU,2001,6.03
SAU,2002,4.66
SAU,2003,4.49
SAU,2004,4.31
SAU,2005,4.15
SAU,2006,3.98
SAU,2007,4.29
SAU,2008,4.29
SAU,2009,4.06
SAU,2010,4.16
SAU,2011,4.26
SAU,2012,4.36
SAU,2013,4.45
SAU,2014,5.26
SAU,2015,6.1
SAU,2016,4.97
SAU,2017,3.56
SAU,2018,2.52
SAU,2019,2.41
SEN,1991,48.91
SEN,1992,48.84
SEN,1993,48.74
SEN,1994,48.64
SEN,1995,48.36
SEN,1996,48.15
SEN,1997,47.85
SEN,1998,47.36
SEN,1999,46.78
SEN,2000,46.32
SEN,2001,45.63
SEN,2002,45.1
SEN,2003,44.17
SEN,2004,43.25
SEN,2005,42.34
SEN,2006,41.62
SEN,2007,40.7
SEN,2008,39.84
SEN,2009,39.07
SEN,2010,38.19
SEN,2011,37.4
SEN,2012,36.39
SEN,2013,35.49
SEN,2014,34.35
SEN,2015,33.33
SEN,2016,32.49
SEN,2017,31.62
SEN,2018,30.83
SEN,2019,30.1
SRB,1991,29.46
SRB,1992,30
SRB,1993,30.7
SRB,1994,30.53
SRB,1995,29.6
SRB,1996,29.13
SRB,1997,28.53
SRB,1998,28.03
SRB,1999,28.31
SRB,2000,27.39
SRB,2001,26.43
SRB,2002,25.28
SRB,2003,24.5
SRB,2004,24.05
SRB,2005,23.32
SRB,2006,20.54
SRB,2007,20.81
SRB,2008,25.05
SRB,2009,23.87
SRB,2010,22.34
SRB,2011,21.22
SRB,2012,20.97
SRB,2013,21.29
SRB,2014,19.86
SRB,2015,19.41
SRB,2016,18.61
SRB,2017,17.22
SRB,2018,15.93
SRB,2019,15.61
SLE,1991,71.88
SLE,1992,72.1
SLE,1993,71.9
SLE,1994,71.77
SLE,1995,71.85
SLE,1996,71.58
SLE,1997,71.61
SLE,1998,71.29
SLE,1999,71.2
SLE,2000,70.65
SLE,2001,70.96
SLE,2002,69.67
SLE,2003,69.01
SLE,2004,68.46
SLE,2005,68.14
SLE,2006,67.68
SLE,2007,66.81
SLE,2008,65.98
SLE,2009,65.19
SLE,2010,64.16
SLE,2011,62.97
SLE,2012,61.17
SLE,2013,59.16
SLE,2014,57.65
SLE,2015,58.06
SLE,2016,57.03
SLE,2017,56.14
SLE,2018,55.36
SLE,2019,54.49
SGP,1991,0.28
SGP,1992,0.32
SGP,1993,0.24
SGP,1994,0.3
SGP,1995,0.24
SGP,1996,0.19
SGP,1997,0.18
SGP,1998,0.18
SGP,1999,0.17
SGP,2000,0.16
SGP,2001,0.15
SGP,2002,0.15
SGP,2003,0.14
SGP,2004,0.14
SGP,2005,0.13
SGP,2006,0.13
SGP,2007,0.12
SGP,2008,0.12
SGP,2009,0.11
SGP,2010,0.11
SGP,2011,0.11
SGP,2012,0.1
SGP,2013,0.1
SGP,2014,0.09
SGP,2015,0.08
SGP,2016,0.06
SGP,2017,0.06
SGP,2018,0.06
SGP,2019,0.03
SVK,1991,10.66
SVK,1992,10.44
SVK,1993,10.42
SVK,1994,10.17
SVK,1995,9.2
SVK,1996,8.9
SVK,1997,9.17
SVK,1998,8.14
SVK,1999,7.25
SVK,2000,6.94
SVK,2001,6.26
SVK,2002,6.59
SVK,2003,6
SVK,2004,5.09
SVK,2005,4.75
SVK,2006,4.39
SVK,2007,4.21
SVK,2008,3.96
SVK,2009,3.59
SVK,2010,3.23
SVK,2011,3.08
SVK,2012,3.24
SVK,2013,3.31
SVK,2014,3.5
SVK,2015,3.18
SVK,2016,2.89
SVK,2017,2.71
SVK,2018,2.29
SVK,2019,2.79
SVN,1991,10.84
SVN,1992,10.75
SVN,1993,10.66
SVN,1994,11.57
SVN,1995,10.44
SVN,1996,10.23
SVN,1997,12.14
SVN,1998,12.07
SVN,1999,10.84
SVN,2000,9.6
SVN,2001,9.94
SVN,2002,9.66
SVN,2003,8.44
SVN,2004,9.78
SVN,2005,9.11
SVN,2006,9.59
SVN,2007,9.89
SVN,2008,8.59
SVN,2009,9.12
SVN,2010,8.82
SVN,2011,8.6
SVN,2012,8.39
SVN,2013,8.5
SVN,2014,9.63
SVN,2015,7.08
SVN,2016,5.02
SVN,2017,5.56
SVN,2018,5.48
SVN,2019,4.28
,1991,30.371128
,1992,30.078114
,1993,29.484573
,1994,29.123976
,1995,28.469294
,1996,27.972622
,1997,27.578562
,1998,27.34033
,1999,27.08341
,2000,26.458422
,2001,26.105768
,2002,25.849836
,2003,25.62555
,2004,24.877388
,2005,24.375782
,2006,23.867926
,2007,23.191544
,2008,22.422712
,2009,22.030718
,2010,21.50557
,2011,21.077183
,2012,20.740162
,2013,20.54057
,2014,20.184526
,2015,19.651766
,2016,19.067812
,2017,18.882774
,2018,18.607197
,2019,18.242367
SLB,1991,52.41
SLB,1992,52.1
SLB,1993,52.03
SLB,1994,51.32
SLB,1995,51.1
SLB,1996,50.68
SLB,1997,50.87
SLB,1998,50.13
SLB,1999,50.06
SLB,2000,51.21
SLB,2001,49.96
SLB,2002,51.86
SLB,2003,52.33
SLB,2004,51.5
SLB,2005,49.42
SLB,2006,48.24
SLB,2007,47.66
SLB,2008,45.96
SLB,2009,46.13
SLB,2010,45.55
SLB,2011,43.51
SLB,2012,42.47
SLB,2013,41.63
SLB,2014,40.97
SLB,2015,40.09
SLB,2016,39.48
SLB,2017,38.76
SLB,2018,37.91
SLB,2019,37.26
SOM,1991,82.96
SOM,1992,83.1
SOM,1993,83.05
SOM,1994,83.33
SOM,1995,83.29
SOM,1996,83.18
SOM,1997,83.3
SOM,1998,83.27
SOM,1999,83.23
SOM,2000,83.18
SOM,2001,83.1
SOM,2002,82.98
SOM,2003,82.84
SOM,2004,82.72
SOM,2005,82.58
SOM,2006,82.46
SOM,2007,82.29
SOM,2008,82.15
SOM,2009,82
SOM,2010,81.84
SOM,2011,81.68
SOM,2012,81.57
SOM,2013,81.43
SOM,2014,81.26
SOM,2015,81.02
SOM,2016,80.82
SOM,2017,80.69
SOM,2018,80.49
SOM,2019,80.28
ZAF,1991,11.51
ZAF,1992,11.48
ZAF,1993,11.39
ZAF,1994,11.27
ZAF,1995,11.13
ZAF,1996,10.95
ZAF,1997,10.74
ZAF,1998,10.54
ZAF,1999,10.28
ZAF,2000,9.93
ZAF,2001,9.32
ZAF,2002,8.71
ZAF,2003,8.14
ZAF,2004,7.57
ZAF,2005,7.02
ZAF,2006,6.5
ZAF,2007,6.01
ZAF,2008,5.57
ZAF,2009,5.05
ZAF,2010,4.85
ZAF,2011,4.6
ZAF,2012,4.83
ZAF,2013,4.98
ZAF,2014,4.65
ZAF,2015,5.61
ZAF,2016,5.57
ZAF,2017,5.28
ZAF,2018,5.16
ZAF,2019,5.28
,1991,62.50807
,1992,62.219673
,1993,61.83395
,1994,61.3917
,1995,60.894566
,1996,60.33607
,1997,60.154346
,1998,59.838005
,1999,59.27415
,2000,58.847507
,2001,58.159924
,2002,57.48332
,2003,56.497746
,2004,55.47613
,2005,54.601444
,2006,53.58617
,2007,52.788216
,2008,52.356495
,2009,51.369343
,2010,50.523666
,2011,48.70911
,2012,46.816757
,2013,46.243416
,2014,45.650417
,2015,44.92841
,2016,44.423214
,2017,43.422462
,2018,42.56402
,2019,41.831978
,1991,62.50807
,1992,62.219673
,1993,61.83395
,1994,61.3917
,1995,60.894566
,1996,60.33607
,1997,60.154346
,1998,59.838005
,1999,59.27415
,2000,58.847507
,2001,58.159924
,2002,57.48332
,2003,56.497746
,2004,55.47613
,2005,54.601444
,2006,53.58617
,2007,52.788216
,2008,52.356495
,2009,51.369343
,2010,50.523666
,2011,48.70911
,2012,46.816757
,2013,46.243416
,2014,45.650417
,2015,44.92841
,2016,44.423214
,2017,43.422462
,2018,42.56402
,2019,41.831978
KOR,1991,14.61
KOR,1992,14.03
KOR,1993,13.48
KOR,1994,12.56
KOR,1995,11.77
KOR,1996,11.14
KOR,1997,10.77
KOR,1998,12.02
KOR,1999,11.34
KOR,2000,10.6
KOR,2001,9.96
KOR,2002,9.33
KOR,2003,8.81
KOR,2004,8.4
KOR,2005,7.96
KOR,2006,7.65
KOR,2007,7.3
KOR,2008,7.14
KOR,2009,7.01
KOR,2010,6.6
KOR,2011,6.37
KOR,2012,6.13
KOR,2013,6.76
KOR,2014,5.58
KOR,2015,5.23
KOR,2016,4.94
KOR,2017,4.92
KOR,2018,5
KOR,2019,5.14
SSD,1991,67.46
SSD,1992,67.21
SSD,1993,66.95
SSD,1994,66.75
SSD,1995,66.51
SSD,1996,66.31
SSD,1997,66.06
SSD,1998,65.94
SSD,1999,65.85
SSD,2000,65.66
SSD,2001,65.39
SSD,2002,65.1
SSD,2003,64.76
SSD,2004,64.53
SSD,2005,64.23
SSD,2006,63.85
SSD,2007,63.41
SSD,2008,63.08
SSD,2009,63.09
SSD,2010,62.78
SSD,2011,62.53
SSD,2012,62.29
SSD,2013,61.05
SSD,2014,61.08
SSD,2015,61.79
SSD,2016,61.84
SSD,2017,61.66
SSD,2018,60.84
SSD,2019,60.38
ESP,1991,10.22
ESP,1992,9.96
ESP,1993,9.78
ESP,1994,9.49
ESP,1995,8.99
ESP,1996,8.36
ESP,1997,8.04
ESP,1998,7.7
ESP,1999,7.21
ESP,2000,6.69
ESP,2001,6.56
ESP,2002,6.01
ESP,2003,5.71
ESP,2004,5.48
ESP,2005,5.3
ESP,2006,4.81
ESP,2007,4.52
ESP,2008,4.05
ESP,2009,4.13
ESP,2010,4.2
ESP,2011,4.1
ESP,2012,4.22
ESP,2013,4.3
ESP,2014,4.24
ESP,2015,4.12
ESP,2016,4.22
ESP,2017,4.35
ESP,2018,4.2
ESP,2019,4.03
LKA,1991,42.84
LKA,1992,45.01
LKA,1993,40.65
LKA,1994,43.92
LKA,1995,39.57
LKA,1996,36.48
LKA,1997,38.71
LKA,1998,42.66
LKA,1999,41.95
LKA,2000,41.02
LKA,2001,40.76
LKA,2002,40
LKA,2003,39.15
LKA,2004,38.28
LKA,2005,37.33
LKA,2006,36.22
LKA,2007,35.26
LKA,2008,34.33
LKA,2009,33.49
LKA,2010,31.82
LKA,2011,31.42
LKA,2012,30.99
LKA,2013,30.22
LKA,2014,28.87
LKA,2015,28.66
LKA,2016,27.1
LKA,2017,26.07
LKA,2018,25.5
LKA,2019,24.98
,1991,63.451183
,1992,63.407566
,1993,63.31685
,1994,63.217865
,1995,63.05352
,1996,62.81531
,1997,62.65508
,1998,62.500034
,1999,62.338177
,2000,62.371014
,2001,62.288292
,2002,62.140797
,2003,61.886726
,2004,61.477283
,2005,61.25129
,2006,60.640312
,2007,60.040318
,2008,59.34593
,2009,58.83718
,2010,58.25282
,2011,57.518612
,2012,56.732933
,2013,56.20828
,2014,55.396835
,2015,54.68707
,2016,54.404514
,2017,53.87566
,2018,53.34079
,2019,52.867123
,1991,63.451183
,1992,63.407566
,1993,63.31685
,1994,63.217865
,1995,63.05352
,1996,62.81531
,1997,62.65508
,1998,62.500034
,1999,62.338177
,2000,62.371014
,2001,62.288292
,2002,62.140797
,2003,61.886726
,2004,61.477283
,2005,61.25129
,2006,60.640312
,2007,60.040318
,2008,59.34593
,2009,58.83718
,2010,58.25282
,2011,57.518612
,2012,56.732933
,2013,56.20828
,2014,55.396835
,2015,54.68707
,2016,54.404514
,2017,53.87566
,2018,53.34079
,2019,52.867123
,1991,63.451183
,1992,63.407566
,1993,63.31685
,1994,63.217865
,1995,63.05352
,1996,62.81531
,1997,62.65508
,1998,62.500034
,1999,62.338177
,2000,62.371014
,2001,62.288292
,2002,62.140797
,2003,61.886726
,2004,61.477283
,2005,61.25129
,2006,60.640312
,2007,60.040318
,2008,59.34593
,2009,58.83718
,2010,58.25282
,2011,57.518612
,2012,56.732933
,2013,56.20828
,2014,55.396835
,2015,54.68707
,2016,54.404514
,2017,53.87566
,2018,53.34079
,2019,52.867123
SDN,1991,53.32
SDN,1992,53.22
SDN,1993,53.15
SDN,1994,53.07
SDN,1995,52.94
SDN,1996,52.73
SDN,1997,52.47
SDN,1998,52.22
SDN,1999,51.95
SDN,2000,51.55
SDN,2001,51.11
SDN,2002,50.64
SDN,2003,50.11
SDN,2004,49.62
SDN,2005,49.04
SDN,2006,48.37
SDN,2007,47.59
SDN,2008,46.88
SDN,2009,46.19
SDN,2010,45.68
SDN,2011,44.6
SDN,2012,43.64
SDN,2013,42.83
SDN,2014,42.11
SDN,2015,41.25
SDN,2016,40.37
SDN,2017,39.52
SDN,2018,38.95
SDN,2019,38.37
SUR,1991,4.42
SUR,1992,4.43
SUR,1993,4.62
SUR,1994,6.33
SUR,1995,7.29
SUR,1996,6.15
SUR,1997,5.45
SUR,1998,5.79
SUR,1999,6.4
SUR,2000,6.58
SUR,2001,7
SUR,2002,7.61
SUR,2003,7.98
SUR,2004,8.44
SUR,2005,8.49
SUR,2006,8.47
SUR,2007,8.46
SUR,2008,8.4
SUR,2009,8.19
SUR,2010,8.04
SUR,2011,7.89
SUR,2012,7.76
SUR,2013,7.61
SUR,2014,7.6
SUR,2015,7.69
SUR,2016,8.24
SUR,2017,8.14
SUR,2018,8.02
SUR,2019,8.08
SWE,1991,3.84
SWE,1992,3.77
SWE,1993,3.71
SWE,1994,3.61
SWE,1995,3.49
SWE,1996,3.25
SWE,1997,3.25
SWE,1998,3.05
SWE,1999,2.99
SWE,2000,2.91
SWE,2001,2.65
SWE,2002,2.52
SWE,2003,2.55
SWE,2004,2.49
SWE,2005,2.32
SWE,2006,2.23
SWE,2007,2.25
SWE,2008,2.12
SWE,2009,2.18
SWE,2010,2.1
SWE,2011,1.99
SWE,2012,2.06
SWE,2013,2.03
SWE,2014,1.98
SWE,2015,2.04
SWE,2016,1.89
SWE,2017,1.83
SWE,2018,1.73
SWE,2019,1.69
CHE,1991,4.3
CHE,1992,4.2
CHE,1993,4.51
CHE,1994,4.41
CHE,1995,4.45
CHE,1996,4.39
CHE,1997,4.6
CHE,1998,4.61
CHE,1999,4.78
CHE,2000,4.85
CHE,2001,4.35
CHE,2002,4.29
CHE,2003,4.24
CHE,2004,3.89
CHE,2005,3.9
CHE,2006,3.81
CHE,2007,4
CHE,2008,3.59
CHE,2009,3.25
CHE,2010,3.47
CHE,2011,3.51
CHE,2012,3.53
CHE,2013,3.53
CHE,2014,3.58
CHE,2015,3.44
CHE,2016,3.36
CHE,2017,3.11
CHE,2018,3.03
CHE,2019,2.59
SYR,1991,28.21
SYR,1992,29.7
SYR,1993,31.09
SYR,1994,29.8
SYR,1995,28.38
SYR,1996,28.3
SYR,1997,28.29
SYR,1998,27.98
SYR,1999,27.84
SYR,2000,32.89
SYR,2001,31.02
SYR,2002,28.91
SYR,2003,26.98
SYR,2004,24.96
SYR,2005,22.92
SYR,2006,20.99
SYR,2007,19.14
SYR,2008,17.55
SYR,2009,16
SYR,2010,14.51
SYR,2011,13.23
SYR,2012,13.21
SYR,2013,13.16
SYR,2014,12.83
SYR,2015,12.27
SYR,2016,11.73
SYR,2017,11.22
SYR,2018,10.66
SYR,2019,10.13
TJK,1991,53.96
TJK,1992,54.95
TJK,1993,55.89
TJK,1994,57
TJK,1995,58.04
TJK,1996,58.96
TJK,1997,59.36
TJK,1998,59.72
TJK,1999,59.71
TJK,2000,59.42
TJK,2001,58.69
TJK,2002,57.82
TJK,2003,56.85
TJK,2004,55.71
TJK,2005,55.2
TJK,2006,54.92
TJK,2007,54.47
TJK,2008,53.81
TJK,2009,53.13
TJK,2010,52.55
TJK,2011,51.75
TJK,2012,51.05
TJK,2013,50.21
TJK,2014,49.4
TJK,2015,48.56
TJK,2016,47.76
TJK,2017,46.68
TJK,2018,45.76
TJK,2019,44.72
TZA,1991,84.67
TZA,1992,84.65
TZA,1993,84.62
TZA,1994,84.57
TZA,1995,84.47
TZA,1996,84.31
TZA,1997,84.13
TZA,1998,83.85
TZA,1999,83.46
TZA,2000,82.99
TZA,2001,82.29
TZA,2002,80.6
TZA,2003,78.77
TZA,2004,76.75
TZA,2005,74.55
TZA,2006,72.18
TZA,2007,71.75
TZA,2008,71.33
TZA,2009,70.9
TZA,2010,70.39
TZA,2011,69.77
TZA,2012,69.3
TZA,2013,68.69
TZA,2014,68.05
TZA,2015,67.48
TZA,2016,66.86
TZA,2017,66.23
TZA,2018,65.67
TZA,2019,65.09
THA,1991,60.33
THA,1992,60.91
THA,1993,56.77
THA,1994,55.99
THA,1995,51.98
THA,1996,50.06
THA,1997,50.35
THA,1998,51.27
THA,1999,48.52
THA,2000,48.79
THA,2001,46.04
THA,2002,43.85
THA,2003,41.64
THA,2004,39.29
THA,2005,38.68
THA,2006,39.78
THA,2007,39.53
THA,2008,39.75
THA,2009,38.99
THA,2010,38.25
THA,2011,41.01
THA,2012,42.14
THA,2013,41.75
THA,2014,33.44
THA,2015,32.28
THA,2016,31.16
THA,2017,31.46
THA,2018,32.14
THA,2019,31.43
TGO,1991,50.02
TGO,1992,50.05
TGO,1993,50.35
TGO,1994,49.83
TGO,1995,49.44
TGO,1996,49.01
TGO,1997,48.33
TGO,1998,48.38
TGO,1999,48.15
TGO,2000,48
TGO,2001,47.77
TGO,2002,47.3
TGO,2003,46.62
TGO,2004,46.51
TGO,2005,46.68
TGO,2006,46.27
TGO,2007,46.11
TGO,2008,45.61
TGO,2009,44.91
TGO,2010,44.17
TGO,2011,43.39
TGO,2012,42.59
TGO,2013,41.76
TGO,2014,40.97
TGO,2015,38.68
TGO,2016,36.26
TGO,2017,33.79
TGO,2018,33.1
TGO,2019,32.38
TON,1991,38.2
TON,1992,38.31
TON,1993,38.19
TON,1994,36.11
TON,1995,35.42
TON,1996,35.48
TON,1997,35.46
TON,1998,35.25
TON,1999,34.95
TON,2000,33.77
TON,2001,32.64
TON,2002,32.05
TON,2003,31.86
TON,2004,31.53
TON,2005,29.95
TON,2006,28.76
TON,2007,28.74
TON,2008,27.17
TON,2009,26.15
TON,2010,25.28
TON,2011,24.45
TON,2012,23.73
TON,2013,23.87
TON,2014,23.54
TON,2015,22.74
TON,2016,21.46
TON,2017,20.61
TON,2018,19.85
TON,2019,19.37
TTO,1991,11.74
TTO,1992,11.54
TTO,1993,11.33
TTO,1994,12.38
TTO,1995,10.64
TTO,1996,9.59
TTO,1997,9.5
TTO,1998,8.15
TTO,1999,8.12
TTO,2000,7.23
TTO,2001,7.86
TTO,2002,6.89
TTO,2003,5.9
TTO,2004,4.64
TTO,2005,4.34
TTO,2006,4.41
TTO,2007,3.81
TTO,2008,3.83
TTO,2009,3.87
TTO,2010,3.76
TTO,2011,3.72
TTO,2012,3.74
TTO,2013,3.53
TTO,2014,3.61
TTO,2015,3.43
TTO,2016,3.25
TTO,2017,3.18
TTO,2018,3.11
TTO,2019,3.03
TUN,1991,22.13
TUN,1992,21.99
TUN,1993,21.91
TUN,1994,21.8
TUN,1995,21.71
TUN,1996,21.49
TUN,1997,21.27
TUN,1998,21
TUN,1999,20.66
TUN,2000,20.3
TUN,2001,19.92
TUN,2002,19.72
TUN,2003,19.3
TUN,2004,18.75
TUN,2005,18.53
TUN,2006,19.44
TUN,2007,18.7
TUN,2008,18.02
TUN,2009,18.47
TUN,2010,17.95
TUN,2011,16.36
TUN,2012,17.07
TUN,2013,15.37
TUN,2014,14.87
TUN,2015,14.75
TUN,2016,14.77
TUN,2017,14.81
TUN,2018,14.28
TUN,2019,13.8
TUR,1991,29.76
TUR,1992,29.57
TUR,1993,29.33
TUR,1994,29.41
TUR,1995,29.12
TUR,1996,28.81
TUR,1997,28.21
TUR,1998,28.21
TUR,1999,27.82
TUR,2000,27.3
TUR,2001,27.14
TUR,2002,26.87
TUR,2003,26.31
TUR,2004,25.51
TUR,2005,24.8
TUR,2006,24.06
TUR,2007,23.48
TUR,2008,23.14
TUR,2009,22.95
TUR,2010,23.7
TUR,2011,24.16
TUR,2012,23.56
TUR,2013,22.92
TUR,2014,21.09
TUR,2015,20.41
TUR,2016,19.5
TUR,2017,19.38
TUR,2018,18.43
TUR,2019,18.11
TKM,1991,32.98
TKM,1992,33.61
TKM,1993,33.78
TKM,1994,34.33
TKM,1995,34.54
TKM,1996,34.74
TKM,1997,34.74
TKM,1998,34.65
TKM,1999,34.57
TKM,2000,34.28
TKM,2001,34.36
TKM,2002,34.34
TKM,2003,34
TKM,2004,33.6
TKM,2005,32.85
TKM,2006,32.33
TKM,2007,31.68
TKM,2008,30.91
TKM,2009,30.18
TKM,2010,29.36
TKM,2011,28.36
TKM,2012,27.43
TKM,2013,26.47
TKM,2014,25.45
TKM,2015,24.52
TKM,2016,23.62
TKM,2017,22.68
TKM,2018,21.69
TKM,2019,20.68
UGA,1991,72.34
UGA,1992,72.26
UGA,1993,72.04
UGA,1994,71.85
UGA,1995,71.48
UGA,1996,71.13
UGA,1997,70.88
UGA,1998,70.6
UGA,1999,70.17
UGA,2000,69.95
UGA,2001,69.61
UGA,2002,69.08
UGA,2003,68.7
UGA,2004,68.51
UGA,2005,68.34
UGA,2006,67.92
UGA,2007,67.61
UGA,2008,67.26
UGA,2009,67.06
UGA,2010,66.84
UGA,2011,66.45
UGA,2012,66.14
UGA,2013,71.92
UGA,2014,72.39
UGA,2015,72.26
UGA,2016,72.41
UGA,2017,72.68
UGA,2018,72.45
UGA,2019,72.13
UKR,1991,25.11
UKR,1992,25.4
UKR,1993,25.79
UKR,1994,26.17
UKR,1995,26.48
UKR,1996,26.8
UKR,1997,26.72
UKR,1998,26.85
UKR,1999,26.94
UKR,2000,26.5
UKR,2001,25.97
UKR,2002,25.47
UKR,2003,24.69
UKR,2004,23.94
UKR,2005,23.34
UKR,2006,22.56
UKR,2007,21.89
UKR,2008,21.38
UKR,2009,21.3
UKR,2010,20.33
UKR,2011,20.34
UKR,2012,19.89
UKR,2013,20.01
UKR,2014,14.77
UKR,2015,15.26
UKR,2016,15.6
UKR,2017,15.41
UKR,2018,14.42
UKR,2019,13.82
ARE,1991,8.46
ARE,1992,8.37
ARE,1993,8.24
ARE,1994,8.13
ARE,1995,8
ARE,1996,7.99
ARE,1997,7.96
ARE,1998,7.92
ARE,1999,7.92
ARE,2000,7.9
ARE,2001,7.25
ARE,2002,6.67
ARE,2003,6.11
ARE,2004,5.63
ARE,2005,5.19
ARE,2006,4.78
ARE,2007,4.39
ARE,2008,4.04
ARE,2009,3.68
ARE,2010,3.38
ARE,2011,3.08
ARE,2012,2.79
ARE,2013,2.51
ARE,2014,2.25
ARE,2015,2.01
ARE,2016,1.81
ARE,2017,1.62
ARE,2018,1.46
ARE,2019,1.39
GBR,1400,57.2
GBR,1500,58.1
GBR,1700,38.9
GBR,1750,36.8
GBR,1800,31.7
GBR,1980,2.6
GBR,1991,2.16
GBR,1992,2.11
GBR,1993,2.05
GBR,1994,2.08
GBR,1995,2.05
GBR,1996,1.95
GBR,1997,1.85
GBR,1998,1.72
GBR,1999,1.55
GBR,2000,1.54
GBR,2001,1.39
GBR,2002,1.39
GBR,2003,1.25
GBR,2004,1.28
GBR,2005,1.38
GBR,2006,1.35
GBR,2007,1.37
GBR,2008,1.08
GBR,2009,1.11
GBR,2010,1.22
GBR,2011,1.22
GBR,2012,1.19
GBR,2013,1.06
GBR,2014,1.26
GBR,2015,1.14
GBR,2016,1.13
GBR,2017,1.16
GBR,2018,1.07
GBR,2019,1.05
USA,1991,1.93
USA,1992,1.91
USA,1993,1.89
USA,1994,1.86
USA,1995,1.83
USA,1996,1.8
USA,1997,1.76
USA,1998,1.72
USA,1999,1.68
USA,2000,1.63
USA,2001,1.53
USA,2002,1.54
USA,2003,1.5
USA,2004,1.47
USA,2005,1.41
USA,2006,1.39
USA,2007,1.29
USA,2008,1.34
USA,2009,1.35
USA,2010,1.42
USA,2011,1.45
USA,2012,1.38
USA,2013,1.32
USA,2014,1.35
USA,2015,1.44
USA,2016,1.43
USA,2017,1.43
USA,2018,1.37
USA,2019,1.36
VIR,1991,3.43
VIR,1992,3.41
VIR,1993,3.38
VIR,1994,3.33
VIR,1995,3.28
VIR,1996,3.23
VIR,1997,3.17
VIR,1998,3.12
VIR,1999,3.05
VIR,2000,2.97
VIR,2001,2.89
VIR,2002,2.82
VIR,2003,2.75
VIR,2004,2.66
VIR,2005,2.57
VIR,2006,2.48
VIR,2007,2.4
VIR,2008,2.35
VIR,2009,2.33
VIR,2010,2.28
VIR,2011,2.28
VIR,2012,2.25
VIR,2013,2.23
VIR,2014,2.18
VIR,2015,2.13
VIR,2016,2.07
VIR,2017,2.03
VIR,2018,1.97
VIR,2019,1.93
,1991,47.856632
,1992,47.200104
,1993,45.76257
,1994,44.446064
,1995,42.926964
,1996,41.635418
,1997,40.998768
,1998,40.87219
,1999,41.08192
,2000,40.86723
,2001,40.444237
,2002,40.13043
,2003,39.30283
,2004,37.557705
,2005,35.929855
,2006,34.23614
,2007,32.71544
,2008,31.704384
,2009,30.65375
,2010,29.587349
,2011,28.313265
