Code,Year,"Measles, first dose (MCV1)",Polio (Pol3),Tetanus (DTP3)
BOL,2019,79,75,75
BOL,2020,74,68,68
BOL,2021,75,70,70
BOL,2022,69,69,69
BOL,2023,68,67,67
BOL,2024,67,59,59
BIH,1992,52,65,58
BIH,1993,48,45,38
BIH,1994,57,69,82
BIH,1995,53,69,55
BIH,1996,70,74,67
BIH,1997,86,80,79
BIH,1998,84,89,89
BIH,1999,83,90,90
BIH,2000,80,87,85
BIH,2001,92,92,91
BIH,2002,89,86,80
BIH,2003,84,87,87
BIH,2004,88,87,84
BIH,2005,90,95,93
BIH,2006,85,91,87
BIH,2007,96,95,95
BIH,2008,84,92,91
BIH,2009,93,90,90
BIH,2010,91,90,89
BIH,2011,89,89,88
BIH,2012,94,87,92
BIH,2013,92,87,89
BIH,2014,89,86,86
BIH,2015,83,74,82
BIH,2016,68,79,78
BIH,2017,69,75,75
BIH,2018,68,73,73
BIH,2019,79,80,80
BIH,2020,70,78,78
BIH,2021,61,77,76
BIH,2022,58,75,75
BIH,2023,55,87,73
BIH,2024,69,79,79
BWA,1980,63,46,71
BWA,1981,70,71,75
BWA,1982,75,77,82
BWA,1983,79,80,82
BWA,1984,82,83,83
BWA,1985,85,85,84
BWA,1986,91,88,86
BWA,1987,87,86,88
BWA,1988,87,89,88
BWA,1989,87,89,92
BWA,1990,87,90,92
BWA,1991,88,91,93
BWA,1992,88,91,94
BWA,1993,88,92,94
BWA,1994,88,93,94
BWA,1995,89,94,95
BWA,1996,89,95,96
BWA,1997,89,95,96
BWA,1998,89,93,98
BWA,1999,90,97,97
BWA,2000,91,97,97
BWA,2001,91,97,97
BWA,2002,92,97,97
BWA,2003,92,96,96
BWA,2004,93,96,96
BWA,2005,93,96,96
BWA,2006,94,96,96
BWA,2007,95,96,96
BWA,2008,95,96,96
BWA,2009,96,96,96
BWA,2010,96,96,95
BWA,2011,97,96,95
BWA,2012,97,96,95
BWA,2013,97,96,95
BWA,2014,97,96,95
BWA,2015,97,96,95
BWA,2016,97,96,95
BWA,2017,97,96,95
BWA,2018,97,96,95
BWA,2019,97,96,95
BWA,2020,87,96,95
BWA,2021,97,96,95
BWA,2022,90,86,86
BWA,2023,97,96,95
BWA,2024,97,96,95
BRA,1980,57,69,37
BRA,1981,73,39,47
BRA,1982,66,51,56
BRA,1983,68,55,60
BRA,1984,73,55,68
BRA,1985,67,52,66
BRA,1986,67,51,58
BRA,1987,64,53,58
BRA,1988,62,57,58
BRA,1989,60,54,56
BRA,1990,78,58,66
BRA,1991,85,67,78
BRA,1992,91,65,71
BRA,1993,85,64,75
BRA,1994,77,70,74
BRA,1995,87,79,81
BRA,1996,80,80,77
BRA,1997,99,89,79
BRA,1998,95,95,93
BRA,1999,99,99,94
BRA,2000,99,99,98
BRA,2001,99,99,98
BRA,2002,96,99,99
BRA,2003,97,99,99
BRA,2004,97,99,99
BRA,2005,98,99,99
BRA,2006,99,99,99
BRA,2007,99,99,99
BRA,2008,99,99,99
BRA,2009,99,99,99
BRA,2010,99,99,99
BRA,2011,99,98,99
BRA,2012,99,96,95
BRA,2013,98,96,97
BRA,2014,97,96,93
BRA,2015,96,98,96
BRA,2016,95,72,89
BRA,2017,87,84,83
BRA,2018,92,85,87
BRA,2019,91,85,70
BRA,2020,79,74,77
BRA,2021,73,68,68
BRA,2022,81,75,77
BRA,2023,87,85,90
BRA,2024,93,82,91
BRN,1980,73,89,89
BRN,1981,80,95,94
BRN,1982,88,99,99
BRN,1983,94,90,85
BRN,1984,90,94,96
BRN,1985,98,88,88
BRN,1986,99,86,86
BRN,1987,99,88,85
BRN,1988,99,89,89
BRN,1989,99,91,91
BRN,1990,99,92,93
BRN,1991,96,94,95
BRN,1992,92,95,96
BRN,1993,99,99,99
BRN,1994,99,99,99
BRN,1995,99,99,99
BRN,1996,99,99,99
BRN,1997,98,99,99
BRN,1998,99,98,97
BRN,1999,94,97,92
BRN,2000,99,99,99
BRN,2001,99,99,97
BRN,2002,99,99,94
BRN,2003,98,99,92
BRN,2004,99,92,92
BRN,2005,98,93,94
BRN,2006,97,94,97
BRN,2007,97,95,99
BRN,2008,99,97,98
BRN,2009,99,99,99
BRN,2010,94,99,95
BRN,2011,91,96,97
BRN,2012,95,92,95
BRN,2013,96,99,99
BRN,2014,97,99,99
BRN,2015,96,99,99
BRN,2016,98,99,99
BRN,2017,97,99,99
BRN,2018,99,99,99
BRN,2019,97,99,99
BRN,2020,99,99,99
BRN,2021,99,99,99
BRN,2022,97,99,99
BRN,2023,97,99,99
BRN,2024,99,99,99
BGR,1980,98,99,98
BGR,1981,98,99,99
BGR,1982,90,99,99
BGR,1983,98,98,99
BGR,1984,98,99,99
BGR,1985,99,99,99
BGR,1986,99,99,99
BGR,1987,99,99,99
BGR,1988,99,99,99
BGR,1989,99,99,99
BGR,1990,99,99,99
BGR,1991,98,81,99
BGR,1992,92,99,98
BGR,1993,88,97,98
BGR,1994,93,94,93
BGR,1995,94,97,96
BGR,1996,95,95,95
BGR,1997,93,96,94
BGR,1998,95,96,95
BGR,1999,96,97,96
BGR,2000,89,94,93
BGR,2001,90,94,94
BGR,2002,92,94,93
BGR,2003,96,96,96
BGR,2004,95,94,95
BGR,2005,96,97,96
BGR,2006,96,96,95
BGR,2007,96,95,95
BGR,2008,96,96,95
BGR,2009,96,94,94
BGR,2010,97,94,94
BGR,2011,95,95,95
BGR,2012,94,95,95
BGR,2013,95,95,95
BGR,2014,93,88,88
BGR,2015,92,91,91
BGR,2016,92,92,92
BGR,2017,94,92,92
BGR,2018,93,92,92
BGR,2019,95,93,93
BGR,2020,88,91,91
BGR,2021,89,89,89
BGR,2022,91,91,91
BGR,2023,92,92,92
BGR,2024,94,94,94
BFA,1985,38,10,9
BFA,1986,40,21,19
BFA,1987,37,23,23
BFA,1988,52,34,34
BFA,1989,66,44,44
BFA,1990,79,66,66
BFA,1991,69,53,53
BFA,1992,60,41,39
BFA,1993,50,39,39
BFA,1994,45,36,36
BFA,1995,43,35,34
BFA,1996,40,37,37
BFA,1997,41,39,39
BFA,1998,24,15,15
BFA,1999,36,15,15
BFA,2000,48,45,45
BFA,2001,63,62,62
BFA,2002,64,69,69
BFA,2003,76,83,79
BFA,2004,78,83,79
BFA,2005,84,94,82
BFA,2006,88,94,86
BFA,2007,94,93,89
BFA,2008,94,92,93
BFA,2009,94,91,92
BFA,2010,92,90,91
BFA,2011,89,90,91
BFA,2012,87,90,90
BFA,2013,82,89,88
BFA,2014,88,91,91
BFA,2015,88,91,91
BFA,2016,88,91,91
BFA,2017,88,91,91
BFA,2018,88,91,91
BFA,2019,88,91,91
BFA,2020,88,91,91
BFA,2021,88,91,91
BFA,2022,88,91,91
BFA,2023,88,91,91
BFA,2024,88,91,91
BDI,1981,28,39,36
BDI,1982,40,43,33
BDI,1983,54,35,44
BDI,1984,27,21,26
BDI,1985,32,58,36
BDI,1986,59,56,55
BDI,1987,54,71,68
BDI,1988,46,51,51
BDI,1989,73,86,82
BDI,1990,74,97,86
BDI,1991,74,89,83
BDI,1992,69,81,80
BDI,1993,69,64,63
BDI,1994,42,49,48
BDI,1995,80,73,73
BDI,1996,79,72,73
BDI,1997,77,69,74
BDI,1998,68,61,65
BDI,1999,70,71,79
BDI,2000,72,72,80
BDI,2001,73,73,81
BDI,2002,75,74,81
BDI,2003,76,75,82
BDI,2004,78,76,83
BDI,2005,87,82,87
BDI,2006,92,88,92
BDI,2007,88,93,99
BDI,2008,84,89,92
BDI,2009,91,96,94
BDI,2010,92,94,96
BDI,2011,93,95,96
BDI,2012,93,96,96
BDI,2013,98,96,96
BDI,2014,94,95,95
BDI,2015,93,94,94
BDI,2016,93,94,94
BDI,2017,90,91,91
BDI,2018,88,90,90
BDI,2019,92,93,93
BDI,2020,90,93,93
BDI,2021,90,94,94
BDI,2022,89,91,91
BDI,2023,86,89,89
BDI,2024,86,89,89
KHM,1984,27,18,17
KHM,1985,29,26,23
KHM,1986,54,35,37
KHM,1987,53,57,37
KHM,1988,39,45,45
KHM,1989,39,48,47
KHM,1990,34,38,38
KHM,1991,39,39,38
KHM,1992,33,32,32
KHM,1993,36,36,35
KHM,1994,50,38,37
KHM,1995,62,39,39
KHM,1996,56,48,43
KHM,1997,50,56,46
KHM,1998,54,57,47
KHM,1999,63,65,53
KHM,2000,65,62,59
KHM,2001,59,59,60
KHM,2002,52,54,54
KHM,2003,65,69,69
KHM,2004,80,86,85
KHM,2005,79,82,82
KHM,2006,78,80,80
KHM,2007,79,82,82
KHM,2008,89,91,91
KHM,2009,92,95,94
KHM,2010,90,90,90
KHM,2011,88,91,91
KHM,2012,84,90,90
KHM,2013,79,71,86
KHM,2014,83,91,90
KHM,2015,85,91,91
KHM,2016,85,89,91
KHM,2017,85,89,90
KHM,2018,86,88,89
KHM,2019,87,91,88
KHM,2020,83,89,86
KHM,2021,83,88,86
KHM,2022,83,84,84
KHM,2023,79,85,84
KHM,2024,83,84,83
CMR,1981,16,5,5
CMR,1982,21,15,15
CMR,1983,25,25,25
CMR,1984,31,26,27
CMR,1985,39,35,33
CMR,1986,44,42,39
CMR,1987,44,44,44
CMR,1988,48,51,50
CMR,1989,56,54,56
CMR,1990,56,54,48
CMR,1991,48,46,42
CMR,1992,37,37,37
CMR,1993,32,34,37
CMR,1994,38,42,38
CMR,1995,46,46,46
CMR,1996,39,43,46
CMR,1997,43,47,48
CMR,1998,47,53,56
CMR,1999,46,58,59
CMR,2000,49,57,62
CMR,2001,51,61,63
CMR,2002,53,66,66
CMR,2003,61,72,73
CMR,2004,64,72,73
CMR,2005,68,79,80
CMR,2006,73,78,81
CMR,2007,74,81,82
CMR,2008,80,82,84
CMR,2009,74,79,80
CMR,2010,79,83,84
CMR,2011,76,80,81
CMR,2012,74,78,79
CMR,2013,71,75,76
CMR,2014,71,76,76
CMR,2015,71,75,76
CMR,2016,72,77,78
CMR,2017,67,73,74
CMR,2018,61,68,68
CMR,2019,61,68,67
CMR,2020,63,68,68
CMR,2021,65,71,71
CMR,2022,68,62,71
CMR,2023,71,74,75
CMR,2024,71,76,77
CAN,1987,70,86,85
CAN,1988,85,87,86
CAN,1989,87,87,87
CAN,1990,89,88,88
CAN,1991,92,88,88
CAN,1992,94,89,89
CAN,1993,96,89,90
CAN,1994,97,89,93
CAN,1995,96,89,87
CAN,1996,97,89,90
CAN,1997,96,88,86
CAN,1998,96,88,90
CAN,1999,96,88,90
CAN,2000,96,88,89
CAN,2001,95,88,89
CAN,2002,95,88,88
CAN,2003,95,88,91
CAN,2004,94,91,91
CAN,2005,94,93,93
CAN,2006,93,95,95
CAN,2007,94,99,94
CAN,2008,93,96,92
CAN,2009,91,93,91
CAN,2010,90,90,89
CAN,2011,88,87,87
CAN,2012,89,91,91
CAN,2013,90,91,91
CAN,2014,90,91,91
CAN,2015,89,91,91
CAN,2016,89,91,91
CAN,2017,90,91,91
CAN,2018,90,91,91
CAN,2019,90,92,91
CAN,2020,90,92,92
CAN,2021,90,92,92
CAN,2022,92,92,92
CAN,2023,92,92,92
CAN,2024,92,92,92
CPV,1983,,22,23
CPV,1984,,31,31
CPV,1985,54,39,39
CPV,1986,58,60,54
CPV,1987,75,87,92
CPV,1988,80,85,88
CPV,1989,84,99,99
CPV,1990,79,87,88
CPV,1991,76,88,87
CPV,1992,82,89,88
CPV,1993,88,90,89
CPV,1994,87,89,89
CPV,1995,85,89,88
CPV,1996,84,88,88
CPV,1997,83,87,87
CPV,1998,84,88,88
CPV,1999,85,89,89
CPV,2000,86,90,90
CPV,2001,88,91,90
CPV,2002,89,92,91
CPV,2003,90,93,92
CPV,2004,91,94,93
CPV,2005,93,95,95
CPV,2006,94,97,96
CPV,2007,96,98,98
CPV,2008,97,99,99
CPV,2009,97,99,99
CPV,2010,97,99,99
CPV,2011,96,90,90
CPV,2012,91,94,94
CPV,2013,91,93,93
CPV,2014,93,95,95
CPV,2015,92,93,93
CPV,2016,93,95,96
CPV,2017,96,96,96
CPV,2018,99,98,98
CPV,2019,98,97,96
CPV,2020,95,94,93
CPV,2021,95,94,93
CPV,2022,95,94,93
CPV,2023,95,94,93
CPV,2024,95,94,93
CAF,1980,12,13,13
CAF,1981,15,11,11
CAF,1982,16,14,14
CAF,1983,16,16,16
CAF,1984,19,17,17
CAF,1985,23,20,20
CAF,1986,24,19,19
CAF,1987,17,22,22
CAF,1988,40,42,42
CAF,1989,69,61,64
CAF,1990,82,82,82
CAF,1991,57,64,64
CAF,1992,32,45,45
CAF,1993,42,46,47
CAF,1994,52,46,48
CAF,1995,46,51,53
CAF,1996,44,47,48
CAF,1997,42,44,43
CAF,1998,37,45,43
CAF,1999,37,36,33
CAF,2000,36,38,37
CAF,2001,35,40,40
CAF,2002,42,42,44
CAF,2003,49,44,47
CAF,2004,55,45,51
CAF,2005,62,47,54
CAF,2006,61,47,51
CAF,2007,59,46,48
CAF,2008,58,46,45
CAF,2009,56,45,42
CAF,2010,53,46,45
CAF,2011,49,47,47
CAF,2012,48,47,47
CAF,2013,25,23,23
CAF,2014,47,50,45
CAF,2015,46,51,43
CAF,2016,45,52,42
CAF,2017,41,48,42
CAF,2018,39,45,40
CAF,2019,37,43,38
CAF,2020,36,40,37
CAF,2021,34,38,35
CAF,2022,32,35,33
CAF,2023,39,42,40
CAF,2024,41,48,42
TCD,1983,,,1
TCD,1984,10,4,3
TCD,1985,7,3,3
TCD,1986,12,8,10
TCD,1987,16,13,14
TCD,1988,17,14,14
TCD,1989,32,20,20
TCD,1990,32,20,20
TCD,1991,28,18,18
TCD,1992,25,10,10
TCD,1993,19,12,13
TCD,1994,24,18,18
TCD,1995,26,18,18
TCD,1996,22,20,20
TCD,1997,30,24,24
TCD,1998,20,29,37
TCD,1999,30,34,45
TCD,2000,28,30,38
TCD,2001,26,26,26
TCD,2002,25,31,25
TCD,2003,23,36,23
TCD,2004,16,31,22
TCD,2005,27,37,26
TCD,2006,39,49,41
TCD,2007,31,38,29
TCD,2008,27,30,19
TCD,2009,36,32,26
TCD,2010,46,43,40
TCD,2011,54,40,33
TCD,2012,63,51,40
TCD,2013,57,46,39
TCD,2014,45,44,36
TCD,2015,46,52,42
TCD,2016,37,44,41
TCD,2017,37,44,41
TCD,2018,41,45,47
TCD,2019,40,46,53
TCD,2020,45,51,55
TCD,2021,53,57,62
TCD,2022,54,58,66
TCD,2023,63,67,67
TCD,2024,66,67,68
CHL,1980,94,93,93
CHL,1981,95,99,99
CHL,1982,96,99,99
CHL,1983,95,89,89
CHL,1984,94,99,99
CHL,1985,92,99,99
CHL,1986,91,90,90
CHL,1987,92,93,93
CHL,1988,95,96,96
CHL,1989,92,95,95
CHL,1990,97,95,95
CHL,1991,99,94,94
CHL,1992,89,90,90
CHL,1993,94,90,90
CHL,1994,96,94,94
CHL,1995,97,94,94
CHL,1996,93,91,91
CHL,1997,96,90,90
CHL,1998,98,90,90
CHL,1999,94,95,95
CHL,2000,97,91,91
CHL,2001,96,96,97
CHL,2002,95,97,97
CHL,2003,96,96,96
CHL,2004,94,94,93
CHL,2005,90,92,91
CHL,2006,91,94,94
CHL,2007,92,95,96
CHL,2008,96,95,95
CHL,2009,93,94,94
CHL,2010,93,92,92
CHL,2011,91,93,94
CHL,2012,90,90,90
CHL,2013,90,90,91
CHL,2014,97,95,95
CHL,2015,96,96,96
CHL,2016,93,95,95
CHL,2017,93,93,93
CHL,2018,93,95,95
CHL,2019,95,96,96
CHL,2020,91,93,93
CHL,2021,92,95,95
CHL,2022,94,96,96
CHL,2023,94,96,96
CHL,2024,93,95,95
CHN,1982,,80,
CHN,1983,78,81,58
CHN,1984,84,84,73
CHN,1985,88,87,78
CHN,1986,63,68,78
CHN,1987,77,78,75
CHN,1988,95,96,95
CHN,1989,95,96,95
CHN,1990,98,98,97
CHN,1991,92,95,94
CHN,1992,87,93,91
CHN,1993,81,90,88
CHN,1994,75,87,85
CHN,1995,80,82,80
CHN,1996,84,84,83
CHN,1997,83,85,84
CHN,1998,83,85,84
CHN,1999,84,86,85
CHN,2000,84,86,85
CHN,2001,85,86,86
CHN,2002,85,86,86
CHN,2003,85,87,86
CHN,2004,86,87,87
CHN,2005,86,87,87
CHN,2006,93,94,93
CHN,2007,94,94,93
CHN,2008,97,99,97
CHN,2009,99,99,99
CHN,2010,99,99,99
CHN,2011,99,99,99
CHN,2012,99,99,99
CHN,2013,99,99,99
CHN,2014,99,99,99
CHN,2015,99,99,99
CHN,2016,99,99,99
CHN,2017,99,99,99
CHN,2018,99,99,99
CHN,2019,99,99,99
CHN,2020,99,99,99
CHN,2021,99,99,99
CHN,2022,99,99,99
CHN,2023,95,97,96
CHN,2024,95,97,97
COL,1980,13,16,16
COL,1981,26,22,20
COL,1982,28,27,26
COL,1983,43,42,42
COL,1984,51,68,61
COL,1985,51,62,61
COL,1986,45,53,48
COL,1987,59,82,58
COL,1988,74,94,74
COL,1989,81,90,78
COL,1990,82,93,88
COL,1991,78,91,84
COL,1992,74,84,78
COL,1993,94,92,88
COL,1994,84,87,85
COL,1995,95,87,85
COL,1996,90,87,85
COL,1997,80,85,84
COL,1998,78,75,73
COL,1999,79,77,74
COL,2000,88,82,79
COL,2001,93,83,80
COL,2002,93,83,81
COL,2003,93,92,92
COL,2004,92,89,89
COL,2005,94,93,93
COL,2006,95,94,93
COL,2007,95,93,94
COL,2008,92,92,92
COL,2009,95,92,92
COL,2010,88,88,88
COL,2011,88,85,85
COL,2012,94,91,92
COL,2013,92,91,91
COL,2014,91,90,90
COL,2015,94,91,91
COL,2016,93,91,91
COL,2017,93,92,92
COL,2018,95,92,92
COL,2019,95,94,94
COL,2020,90,88,88
COL,2021,86,86,87
COL,2022,88,86,87
COL,2023,93,90,90
COL,2024,93,89,89
COM,1984,42,32,31
COM,1985,18,53,51
COM,1986,71,73,71
COM,1987,71,73,71
COM,1988,40,44,43
COM,1989,85,78,82
COM,1990,87,94,94
COM,1991,40,55,52
COM,1992,51,46,38
COM,1993,56,70,70
COM,1994,59,58,58
COM,1995,69,78,75
COM,1996,43,60,60
COM,1997,49,48,48
COM,1998,67,75,75
COM,1999,69,73,73
COM,2000,70,70,70
COM,2001,70,70,70
COM,2002,71,98,89
COM,2003,67,80,80
COM,2004,76,73,76
COM,2005,67,67,68
COM,2006,66,69,69
COM,2007,65,75,75
COM,2008,76,81,81
COM,2009,79,84,83
COM,2010,72,82,74
COM,2011,79,85,83
COM,2012,85,85,86
COM,2013,82,82,83
COM,2014,80,79,80
COM,2015,81,81,80
COM,2016,77,75,75
COM,2017,75,79,79
COM,2018,74,77,77
COM,2019,76,71,78
COM,2020,75,64,74
COM,2021,68,72,72
COM,2022,71,72,78
COM,2023,70,62,75
COM,2024,70,62,75
COG,1980,49,42,42
COG,1981,49,42,42
COG,1982,55,48,47
COG,1983,59,53,50
COG,1984,52,59,53
COG,1985,67,73,54
COG,1986,69,71,71
COG,1987,69,71,72
COG,1988,73,71,72
COG,1989,75,79,79
COG,1990,75,80,79
COG,1991,64,74,74
COG,1992,60,67,67
COG,1993,55,60,60
COG,1994,47,55,55
COG,1995,38,50,50
COG,1996,42,47,37
COG,1997,18,21,23
COG,1998,21,25,26
COG,1999,23,29,29
COG,2000,34,31,33
COG,2001,35,32,31
COG,2002,37,41,41
COG,2003,50,50,50
COG,2004,65,67,67
COG,2005,54,62,63
COG,2006,61,73,74
COG,2007,59,71,73
COG,2008,69,77,80
COG,2009,63,76,80
COG,2010,75,72,76
COG,2011,83,72,83
COG,2012,80,68,85
COG,2013,80,69,85
COG,2014,80,77,90
COG,2015,80,68,80
COG,2016,67,61,71
COG,2017,70,60,69
COG,2018,75,68,75
COG,2019,73,73,79
COG,2020,68,69,73
COG,2021,68,74,77
COG,2022,65,52,78
COG,2023,65,52,78
COG,2024,72,76,78
COK,1980,,39,40
COK,1981,,48,46
COK,1982,,57,51
COK,1983,68,47,57
COK,1984,65,96,48
COK,1985,76,91,78
COK,1986,70,82,87
COK,1987,84,82,83
COK,1988,92,94,94
COK,1989,99,89,89
COK,1990,67,83,93
COK,1991,94,87,87
COK,1992,87,87,87
COK,1993,99,99,99
COK,1994,72,86,86
COK,1995,96,93,93
COK,1996,72,75,75
COK,1997,88,93,93
COK,1998,97,93,93
COK,1999,84,92,92
COK,2000,76,92,92
COK,2001,83,90,90
COK,2002,95,97,97
COK,2003,99,95,96
COK,2004,99,99,99
COK,2005,99,99,99
COK,2006,99,99,99
COK,2007,98,99,99
COK,2008,95,99,99
COK,2009,78,82,82
COK,2010,99,99,99
COK,2011,89,93,93
COK,2012,97,98,98
COK,2013,97,98,98
COK,2014,98,99,99
COK,2015,99,99,99
COK,2016,90,99,99
COK,2017,98,99,99
COK,2018,99,99,99
COK,2019,99,98,98
COK,2020,87,89,89
COK,2021,74,81,81
COK,2022,61,81,72
COK,2023,84,86,86
COK,2024,99,75,75
CRI,1980,60,86,86
CRI,1981,79,85,85
CRI,1982,87,80,81
CRI,1983,84,86,86
CRI,1984,76,94,93
CRI,1985,78,88,90
CRI,1986,90,87,89
CRI,1987,93,92,94
CRI,1988,97,87,87
CRI,1989,77,86,86
CRI,1990,90,95,95
CRI,1991,96,90,90
CRI,1992,92,91,90
CRI,1993,89,88,88
CRI,1994,87,88,88
CRI,1995,91,86,85
CRI,1996,84,85,85
CRI,1997,99,97,94
CRI,1998,83,85,85
CRI,1999,88,84,86
CRI,2000,82,80,88
CRI,2001,82,92,91
CRI,2002,94,94,94
CRI,2003,89,88,88
CRI,2004,88,90,90
CRI,2005,89,91,91
CRI,2006,90,89,89
CRI,2007,90,89,89
CRI,2008,89,89,90
CRI,2009,81,80,86
CRI,2010,83,93,88
CRI,2011,83,82,85
CRI,2012,90,90,91
CRI,2013,91,95,95
CRI,2014,95,91,91
CRI,2015,93,92,92
CRI,2016,93,97,97
CRI,2017,96,96,96
CRI,2018,94,94,94
CRI,2019,95,96,95
CRI,2020,95,97,97
CRI,2021,89,92,93
CRI,2022,90,95,95
CRI,2023,93,99,99
CRI,2024,93,99,99
CIV,1984,31,11,19
CIV,1985,31,16,25
CIV,1986,31,22,30
CIV,1987,30,27,31
CIV,1988,31,32,31
CIV,1989,41,42,42
CIV,1990,56,56,54
CIV,1991,57,51,39
CIV,1992,54,49,49
CIV,1993,52,51,50
CIV,1994,55,49,50
CIV,1995,57,46,52
CIV,1996,65,54,55
CIV,1997,68,59,58
CIV,1998,66,59,58
CIV,1999,57,58,58
CIV,2000,68,66,65
CIV,2001,71,70,66
CIV,2002,71,70,65
CIV,2003,70,68,62
CIV,2004,78,76,68
CIV,2005,84,87,77
CIV,2006,73,76,77
CIV,2007,67,75,76
CIV,2008,63,58,74
CIV,2009,67,77,81
CIV,2010,64,75,78
CIV,2011,49,58,61
CIV,2012,74,83,82
CIV,2013,70,74,75
CIV,2014,59,71,73
CIV,2015,67,77,79
CIV,2016,73,81,87
CIV,2017,70,82,83
CIV,2018,74,83,83
CIV,2019,71,79,79
CIV,2020,63,65,72
CIV,2021,65,71,73
CIV,2022,62,71,73
CIV,2023,70,77,79
CIV,2024,75,74,77
HRV,1992,90,85,83
HRV,1993,90,86,85
HRV,1994,90,87,87
HRV,1995,92,90,90
HRV,1996,92,91,91
HRV,1997,91,92,92
HRV,1998,91,93,93
HRV,1999,92,93,93
HRV,2000,93,94,93
HRV,2001,94,94,94
HRV,2002,95,95,95
HRV,2003,94,95,94
HRV,2004,96,96,96
HRV,2005,96,96,96
HRV,2006,95,96,96
HRV,2007,96,96,96
HRV,2008,96,96,96
HRV,2009,95,96,96
HRV,2010,96,97,97
HRV,2011,96,96,96
HRV,2012,95,96,96
HRV,2013,94,96,96
HRV,2014,94,95,95
HRV,2015,93,94,94
HRV,2016,90,93,93
HRV,2017,89,92,92
HRV,2018,93,94,93
HRV,2019,93,94,94
HRV,2020,91,94,94
HRV,2021,89,92,92
HRV,2022,90,92,92
HRV,2023,90,93,93
HRV,2024,90,92,92
CUB,1980,48,99,67
CUB,1981,49,97,68
CUB,1982,55,83,99
CUB,1983,94,95,99
CUB,1984,82,95,86
CUB,1985,85,88,91
CUB,1986,80,99,99
CUB,1987,99,86,87
CUB,1988,89,98,98
CUB,1989,98,96,96
CUB,1990,94,94,92
CUB,1991,99,97,99
CUB,1992,99,99,94
CUB,1993,96,97,99
CUB,1994,99,96,99
CUB,1995,99,95,99
CUB,1996,99,98,90
CUB,1997,96,97,99
CUB,1998,99,97,99
CUB,1999,96,96,95
CUB,2000,94,98,95
CUB,2001,96,99,98
CUB,2002,98,98,99
CUB,2003,99,98,72
CUB,2004,99,98,88
CUB,2005,98,99,89
CUB,2006,96,99,89
CUB,2007,97,99,93
CUB,2008,98,99,95
CUB,2009,99,99,96
CUB,2010,99,99,96
CUB,2011,99,99,97
CUB,2012,99,98,99
CUB,2013,99,99,99
CUB,2014,99,99,99
CUB,2015,99,99,99
CUB,2016,99,98,99
CUB,2017,99,98,99
CUB,2018,99,99,99
CUB,2019,99,99,99
CUB,2020,98,98,99
CUB,2021,99,98,99
CUB,2022,99,98,99
CUB,2023,99,99,99
CUB,2024,99,99,99
CYP,1980,29,35,34
CYP,1981,28,44,56
CYP,1982,21,27,26
CYP,1983,19,36,34
CYP,1984,25,31,30
CYP,1985,43,61,61
CYP,1986,60,91,91
CYP,1987,91,93,93
CYP,1988,74,90,90
CYP,1989,76,93,93
CYP,1990,77,94,93
CYP,1991,78,94,94
CYP,1992,80,95,94
CYP,1993,81,95,95
CYP,1994,82,96,95
CYP,1995,83,96,96
CYP,1996,90,98,98
CYP,1997,90,98,98
CYP,1998,89,98,98
CYP,1999,87,97,97
CYP,2000,86,97,97
CYP,2001,86,97,97
CYP,2002,86,98,98
CYP,2003,86,98,98
CYP,2004,86,98,98
CYP,2005,86,98,98
CYP,2006,87,97,97
CYP,2007,87,97,97
CYP,2008,87,97,97
CYP,2009,87,99,99
CYP,2010,87,99,99
CYP,2011,87,99,99
CYP,2012,86,99,99
CYP,2013,86,99,99
CYP,2014,86,99,99
CYP,2015,90,97,97
CYP,2016,90,97,97
CYP,2017,90,97,97
CYP,2018,90,97,99
CYP,2019,86,96,96
CYP,2020,86,96,96
CYP,2021,86,96,96
CYP,2022,84,96,96
CYP,2023,82,95,95
CYP,2024,99,94,94
CZE,1993,98,99,99
CZE,1994,97,98,98
CZE,1995,96,98,96
CZE,1996,97,98,97
CZE,1997,96,97,98
CZE,1998,95,97,98
CZE,1999,97,98,98
CZE,2000,97,98,98
CZE,2001,97,97,98
CZE,2002,98,97,98
CZE,2003,97,97,97
CZE,2004,97,96,98
CZE,2005,97,96,97
CZE,2006,97,98,98
CZE,2007,98,99,99
CZE,2008,97,99,99
CZE,2009,98,99,99
CZE,2010,98,99,99
CZE,2011,98,99,99
CZE,2012,98,99,99
CZE,2013,99,99,98
CZE,2014,99,99,97
CZE,2015,99,97,97
CZE,2016,98,96,96
CZE,2017,97,94,96
CZE,2018,96,96,97
CZE,2019,92,97,97
CZE,2020,94,96,97
CZE,2021,97,94,94
CZE,2022,97,94,94
CZE,2023,87,90,90
CZE,2024,89,86,86
COD,1980,18,15,
COD,1981,23,18,18
COD,1982,25,22,17
COD,1983,30,26,16
COD,1984,30,30,27
COD,1985,40,34,37
COD,1986,39,39,32
COD,1987,41,38,38
COD,1988,44,41,41
COD,1989,41,38,38
COD,1990,38,34,35
COD,1991,17,16,16
COD,1992,25,31,23
COD,1993,33,29,29
COD,1994,39,27,26
COD,1995,27,24,23
COD,1996,21,18,18
COD,1997,20,18,18
COD,1998,20,18,18
COD,1999,15,21,25
COD,2000,26,30,30
COD,2001,34,29,30
COD,2002,41,39,38
COD,2003,48,45,42
COD,2004,57,51,54
COD,2005,61,59,61
COD,2006,63,62,62
COD,2007,64,64,65
COD,2008,64,67,68
COD,2009,65,69,71
